id	instruments	genres	place	coordinates	is-danced	youtube-id	start-ts	end-ts
tou-louka	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	4094	4370
tous-bekrides-an-dikasoune	Voice|Mandolin|Guitar|Bass	Urban-folk|Urban-light	None	None	0	GgGRYZMKezE	2189	2350
touta-ta-kala-trapezia	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	3927	4028
touto-to-vary-cheimona	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	UaYoyQPZEuo	4721	4869
toy-seferli-roumlouki	Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	U6oWHEVNvfY	784	830
tragouda-kamilirei	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	vl46xtCpsEw	3564	3756
tragoudi-gia-to-xyrisma-tou-gabrou	Voice|Floghera	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	0	CJ7m2WduEh8	1559	1691
tragoudi-tis-piperias	Voice	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	0	ozHAP8gMIY8	814	852
trechantiraki	Voice|Violin|Percussion|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Serifos	37.158536663506524|24.489207852443233	1	V-8YVU5FnTo	3641	3817
trechatos	Voice|Tsampouna|Percussion	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	_mUIVNdIJFU	5192	5294
treis-chronous-ego-polemo	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	gMz1OBS9FlQ	3301	3530
treis-fragkopoules	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Thessalic	Thessaly	39.57905217840133|22.421756857721853	1	8gH9iexkXME	3373	3602
treis-labadoules-tsamikos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	gMz1OBS9FlQ	2826	2998
tria-ti-kotsari-kotsari	Tsampouna|Percussion|Lyra|Laouto	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	4057	4230
tromachton	Voice|Percussion|Klarino	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	5404	5514
trygona-2	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	GIOAt5GHt3I	1808	1999
trygona-trapezountas-trygona-matsoukas	Voice|Tsampouna|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	2045	2251
tsabouna	Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	q9e6UQh6d0c	2508	2620
tsabouna-2	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	EoJoqvZukgw	2088	2285
tsabouniarikos-apokriatikos-skopos	Tsampouna	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	3976	4033
tsakirmize	Voice|Percussion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	-YUXPO1BSRw	5652	5789
tsakisto	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	qrOwc1mLFUk	6113	6165
tsakitzis-2	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	U6oWHEVNvfY	5419	5699
tsamiko-dionysis-savvopoulos	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Newer	None	None	0	cKXi8_5_Rd4	3572	3723
tsamikos	Violin|Tambouras|Percussion|Ney|Laouto|Bass	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	vzCauXf6VhE	4411	4534
tsamourikos-ikaria	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Icaria	37.600502446388|26.159290600739173	1	CPLOoAZonTI	3403	3520
tsanakalis	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	598	801
tsaragot-i-chorontikon	Zournas|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	1945	2074
tsarntas	Violin|Guitar|Cimbalom|Bass|Accordion	Traditional	None	None	0	TpK-XXFl51o	1982	2069
tsift	Voice|Violin|Santouri|Percussion|Oud|Kanonaki	Traditional|Mikrasiatiko	Asia-minor|Cappadocia	38.33834045423469|35.10715710326277	1	5fJXkyrSxo4	5809	5993
tsopanos-ekatevaine	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	0	CJ7m2WduEh8	2134	2277
tsourtougouzous	Percussion|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	3187	3325
tzako-elenitsa	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Traditional|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	1	TpK-XXFl51o	4501	4685
tzemile-manolis-chiotis	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	L3fe3KGksU8	5631	5797
tzin-kai-froumel	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	pxhw04LZhiY	5344	5510
vale-krasi-sto-mastrapa	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Deropolis	39.957412525980494|20.265997047721275	0	KzKkszPd-eM	6218	6485
vale-me-stin-agkalia-sou	Voice|Violin|Santouri|Laouto|Kanonaki|Guitar	Rebetiko	None	None	0	0cj8BNcAhg4	1748	1906
valentina	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	pxhw04LZhiY	5541	5725
vals	Violin|Mandolin|Guitar	Urban-folk	None	None	1	e206O9UMfN0	4973	5180
varethika-ta-niata-mou	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	857	993
varethika-tin-xeniteia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Polyphonic	Epirus|Konitsa	40.05962666536191|20.733372899966845	1	UaYoyQPZEuo	2628	2750
varethika-tin-xenitia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Konitsa	40.05962666536191|20.733372899966845	0	qrOwc1mLFUk	1526	1691
varia-varoun-ta-simantra	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	niplI7Bv-30	1146	1351
varia-varoun-ta-simantra-sygkathistos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	ifRo_Z05kuQ	4901	5098
varka-gialo	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	q9e6UQh6d0c	5779	5912
varka-mou-bogiatismeni	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Kalymnos	36.987573229226555|26.988755984703815	0	-Lae0QmE15A	646	740
varka-sto-gialo	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	q9e6UQh6d0c	5911	6013
varkari-mou	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	0	CPLOoAZonTI	263	424
varkoula	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Sarakatsani	None	None	1	FXS9jCtkFLk	2855	3046
vary	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	4697	4898
vary-piskopiano	Voice|Percussion|Ney	Urban-folk|Cretan	Crete	35.19124573828352|25.024171535651924	0	V-8YVU5FnTo	3821	4003
vary-zeibekiko-i-zeibekiko-re	Violin|Santouri|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	mp1pK6b1Oho	5395	5542
vasilarchontissa	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	4034	4165
vasilepsen-avgerinos	Voice|Violin|Santouri|Percussion|Ney|Lyra|Laouto|Kanonaki	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	Aws0Y3aLaIs	594	767
vasili-m-katse-fronima	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	4933	5080
vasilikos-tha-gino	Voice|Percussion|Guitar|Bass|Accordion	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	fooYiNew79E	3614	3845
vasilopoula-therize-theristiatikos	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	_mUIVNdIJFU	407	475
vatous-kai-agkathia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	6bLFhgwoKsY	6445	6585
vatous-ki-agkathia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Tzoumerka	39.55169755959794|20.976335888468483	0	qrOwc1mLFUk	4101	4203
velouchi-mou-pentamorfo	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	4129	4360
viini-oara-si-vtzimou	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus	39.66608483034404|20.826263473906028	1	niplI7Bv-30	6223	6490
vira-tis-agkyres	Voice|Piano|Guitar|Bass|Accordion	Newer	None	None	0	zkoqg3VRVLA	1548	1780
virginada	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	5z-ZGft2zCI	1912	2106
vlacha	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Traditional|Nisiotiko|Aegean	Aegean-sea|Nisyros	36.591136027022735|27.170028261210852	0	TpK-XXFl51o	2502	2745
vlachika-beratia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	UaYoyQPZEuo	6241	6457
volioumai-na-xenitefto	Voice	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	903	990
vothriatikos-balos	Voice|Violin|Santouri|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Naxos	37.05683517815581|25.50612611053723	1	CPLOoAZonTI	3070	3228
voula-mar-voula	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus	39.66608483034404|20.826263473906028	1	niplI7Bv-30	3272	3461
voulgariko-2	Voice|Lyra|Guitar	Traditional|Arrangement	None	None	0	2_xwDiunBrs	2140	2409
voulo-mor-tsivoulo-syrto-sta-dyo	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	2150	2266
vouna-mi-kamaronete	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	cYE9_TXCmHs	2740	3010
vouna-min-kamaronete	Voice|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	1	o4XzhbCL0QM	1456	1675
xanthoula	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea	38.43167066526269|20.675489887943545	0	Aws0Y3aLaIs	4335	4547
xefantoma	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	5868	5995
xekina-mia-psaropoula	Voice|Violin|Guitar|Bouzouki|Bass|Accordion	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	q9e6UQh6d0c	3595	3686
xemagkas	Voice|Violin|Santouri|Laouto|Kanonaki|Guitar	Rebetiko	None	None	1	0cj8BNcAhg4	4745	4961
xenitemena-mou-poulia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Deropolis	39.957412525980494|20.265997047721275	0	KzKkszPd-eM	4896	5222
xenobasarikaki	Voice|Violin|Laouto|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	1	e206O9UMfN0	4363	4554
xero-tragoudia-thalassa	Voice	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	0	ozHAP8gMIY8	43	127
xinta-raftades	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Deropolis	39.957412525980494|20.265997047721275	0	KzKkszPd-eM	4370	4598
xyla	Violin|Trumpet|Trombone|Santouri|Percussion|Klarino	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	mp1pK6b1Oho	1795	1946
zacharoula	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	6196	6507
zagorisia-gyrismata	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Zagori	39.86483576229186|20.928467851900137	1	ifRo_Z05kuQ	4628	4763
zagorisio	Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Zagori	39.86483576229186|20.928467851900137	0	tbbAWeVEHFQ	2652	2905
zeibekiko-bam	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kythnos	37.39231040529914|24.414452131993595	1	jpktBKou-_E	2637	2747
zeibekiko-mpilia	Violin|Santouri|Percussion|Oud|Klarino|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	mp1pK6b1Oho	3253	3292
zeimpekiko	Santouri|Percussion|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	0	mp1pK6b1Oho	1132	1220
zervos-i-kyratslidikos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	854	1034
ziakas-strotos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	gMz1OBS9FlQ	535	744
ziakas-tsiamikos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	gMz1OBS9FlQ	959	1187
zise	Voice|Percussion|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	pxhw04LZhiY	2739	2935
zousa-monachos-choris-agapi	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	4826	5004
